Id,MlsNumber,Price,Address,PhotoURL,PropertyURL,PropertyType,Description,AgentName,AgentURL
26491006,W8051736,$1,"8494 TENTH LINE N|Halton Hills, Ontario L0P1K0",https://cdn.realtor.ca/listings/TS638429164566100000/reb82/highres/6/w8051736_1.jpg,https://www.realtor.ca/real-estate/26491006/8494-tenth-line-n-halton-hills-rural-halton-hills,Single Family,"Prime + 2 Acre Flat White Belt Land Minutes North Of Halton-Brampton-Mississauga Border. Outstanding AAA Investment Opportunity For Developers, Investors, And End Users. Watch Your Money Grow. Land Is Next To Premier Gateway Phase 2B Employment Area Secondary Plan. This Lot Is Close To The Planned Hwy 413, Increasing Development Potential. Great access to Highway 401 (3 Mins) at The Winston Churchill Blvd Interchange, 407, & 403. 201 Foot Frontage, Gas Line On The Road, Bell Fibre On Lot, Municipal Water And Sewer Service Coming Soon, A Strategic Location Outside The Greenbelt. This Exquisite property has no front or back neighbors, providing complete privacy. 8494 Tenth Line is a treasure in Halton Hills with the elegance of a Custom Italian Style Villa. A Grand Open-To-Above Foyer with a floating circular staircase, 4 + 2 Bedrooms, Sep Living, Sep Dining, Main Floor Office, Floor to Ceiling Windows, Large Eat-in Kitchen. Utilize This Desirable Area's Future Development Potential.**** EXTRAS **** Over 5,000 SqFt of Living Space!!!, + 2 Acres Of White Belt Land!!!, Future Development Land. Large Wrap Around Balcony, In-Ground Pool, In-Door Sauna, In-Door Hot Tub. This Move-in Ready Home Has Upgrades & Custom Finishes. All Appliances (34542742)",ARJUN SINGH DHESI,https://www.realtor.ca/agent/2131954/arjun-singh-dhesi-170-wilkinson-rd-18-brampton-ontario-l6t4z5
26491007,W8051738,$1,"8494 TENTH LINE N|Halton Hills, Ontario L0P1K0",https://cdn.realtor.ca/listings/TS638429164569530000/reb82/highres/8/w8051738_1.jpg,https://www.realtor.ca/real-estate/26491007/8494-tenth-line-n-halton-hills-rural-halton-hills,Vacant Land,"Prime + 2 Acre Flat White Belt Land Minutes North Of Halton-Brampton-Mississauga Border. Outstanding AAA Investment Opportunity For Developers, Investors, And End Users. Watch Your Money Grow. Land Is Next To Premier Gateway Phase 2B Employment Area Secondary Plan. This Lot Is Close To The Planned Hwy 413, Increasing Development Potential. Great Access To Highway 401 (3 Min) At The Winston Churchill Blvd Interchange, 407, & 403. 201 Foot Frontage, Gas Line On The Road,  Bell Fibre On Lo, Municipal Water And Sewer Service Coming Soon,  A Strategic Location Outside The Greenbelt. This Exquisite Property Has No Front Or Back Neighbors, Providing Complete Privacy. 8494 Tenth Line Is A Treasure In Halton Hills With The Elegance Of A Custom Italian Style Villa. A Grand Open-To-Above Foyer With A Floating Circular Staircase, 4+2 Bedrooms, Sep-Living, Sep Dining, Main Floor Office, Floor To Cieling Windows, Large Eat-In-Kitchen, Utilize This Desireable Area's Future Development Potential.**** EXTRAS **** All Appliances. ***+2 Acres Of White Belt Land*** Potential Future Development Land. Large Wrap-Around Balcony, In-Grand Pool, In-Door Sauna, In-Door Hot Tub. This Move-In Ready Home Has Upgraded & Custom Curated Finishes. (34542745)",ARJUN SINGH DHESI,https://www.realtor.ca/agent/2131954/arjun-singh-dhesi-170-wilkinson-rd-18-brampton-ontario-l6t4z5
26458542,W8029706,$1,"12506 HEART LAKE RD|Caledon, Ontario L7C2J3",https://cdn.realtor.ca/listings/TS638455053097370000/reb82/highres/6/w8029706_1.jpg,https://www.realtor.ca/real-estate/26458542/12506-heart-lake-rd-caledon-rural-caledon,Vacant Land,"Vacant Land - Future Employment Use - Great development opportunity in the GTA West with prominent frontage/signage onto Heart Lake Road - Located just north of Brampton, 1km drive to Highway 410 interchange  - Numerous development plans in immediate area**** EXTRAS **** 2024 Realty Taxes to be confirmed. (34488248)",RYAN G CUNNINGHAM,https://www.realtor.ca/agent/1487161/ryan-g-cunningham-77-city-centre-dr-suite-301-mississauga-ontario-l5b1m5
26288867,W7305216,$1,"12189 DIXIE RD|Caledon, Ontario L7C2M4",https://cdn.realtor.ca/listings/TS638357812174230000/reb82/highres/6/w7305216_1.jpg,https://www.realtor.ca/real-estate/26288867/12189-dixie-rd-caledon-rural-caledon,Single Family,"Amazing investment opportunity, beautiful country bungalow with spacious interior and walkout basement located minutes to Hwy 410. Ideal location for future development as property is surrounded by huge commercial and industrial developments. Property is currently generating good rental income and is being sold AS IS. Listing Agent Or Seller Do Not Warrant The Retrofit Status Of The Finished Basement. Seize this unique opportunity for immediate returns and visionary development. (33594083)",PAUL RANDHAWA,https://www.realtor.ca/agent/2083004/paul-randhawa-7275-rapistan-court-mississauga-ontario-l5n5z4
25316294,W5936191,$1,"13256 AIRPORT RD|Caledon, Ontario L7C2W3",https://cdn.realtor.ca/listings/TS638183558451300000/reb82/highres/1/w5936191_1.jpg,https://www.realtor.ca/real-estate/25316294/13256-airport-rd-caledon-rural-caledon,Vacant Land,"Opportunity To Purchase Land With Future Industrial Development Potential. Significant Frontage Along Airport Rd. And Directly North Of Proposed Highway 413. Located In Rapidly Expanding Industrial Node With Prominent Developers And Development Projects Nearby. Site Configuration Ideal For Development.**** EXTRAS **** Legal Description Cntd: Ept Pts 1, 2 & 3, 43R5177, Ch27378, Pts 1 & 2, 43R6903, Pt 10, 43R19788; S/T Debts In Ro1190998 S/T Interest In Ro941171 ; Town Of Caledon* (31252485)",CHRIS MARTIN,https://www.realtor.ca/agent/2074618/chris-martin-110-matheson-blvd-w-107-mississauga-ontario-l5r4g7
26261828,W7284150,$1,"15148 DIXIE RD|Caledon, Ontario L7C2M3",https://cdn.realtor.ca/listings/TS638350541771900000/reb82/highres/0/w7284150_1.jpg,https://www.realtor.ca/real-estate/26261828/15148-dixie-rd-caledon-rural-caledon,Single Family,"Opportunity Knocks To Acquire Prime Real Estate!! 196+ Acres Right On Provincial Rd , 3 Roads Frontage! Possibility Of Severance Custom Built 4700+ Sqft Home Loaded With Upgrades, 20 Minutes From Toronto International Airport, 10 Minutes From Brampton, Hwy 410. Very Close To Future Hwy 413. Land Leased To Local Farmer. In Ground Pool And Much More.( Selling Price will not be $1.00)**** EXTRAS **** B/I Appliances, All Existing Appliances ,Window Covering, And Light Fixtures,4 Green Houses,( 20X100 Ft) Multiple Barns, Indoor Year Long Ice Rink , Kennels, Massive Pond. Internet Tower On The Property. Multiple Sources Of Income! (33545978)",RAVI MINHAS,https://www.realtor.ca/agent/1756234/ravi-minhas-11775-bramalea-rd-201-brampton-ontario-l6r3z4
26263017,W7285344,$1,"15148 DIXIE RD|Caledon, Ontario L7C2M3",https://cdn.realtor.ca/listings/TS638350685162000000/reb82/highres/4/w7285344_1.jpg,https://www.realtor.ca/real-estate/26263017/15148-dixie-rd-caledon-rural-caledon,Agriculture,"Opportunity Knocks To Acquire Prime Real Estate!! 196+ Acres Right On Provincial Rd , 3 Roads Frontage! Possibility Of Severance Custom Built 4700+ Sqft Home Loaded With Upgrades, 20 Minutes From Toronto International Airport, 10 Minutes From Brampton, Hwy 410. Very Close To Future Hwy 413. Land Leased To Local Farmer. In Ground Pool And Much More**** EXTRAS **** B/I Appliances, All Existing Appliances ,Window Covering, And Light Fixtures,4 Green Houses,( 20X100 Ft) Multiple Barns, Indoor Year Long Ice Rink , Kennels, Massive Pond. Internet Tower On The Property. Multiple Sources Of Income! (33548361)",RAVI MINHAS,https://www.realtor.ca/agent/1756234/ravi-minhas-11775-bramalea-rd-201-brampton-ontario-l6r3z4
26574311,W8108356,$1,"LOT 12 AIRPORT RD|Caledon, Ontario L7C2X6",https://cdn.realtor.ca/listings/TS638449755355300000/reb82/highres/6/w8108356_1.jpg,https://www.realtor.ca/real-estate/26574311/lot-12-airport-rd-caledon-rural-caledon,Vacant Land,10 Acres +/- Airport Rd. Caledon White Belt. Just north of King Rd./Hwy 413. Farm Currently. Build or hold for Future Development. (34682667),TONY VACCARELLO,https://www.realtor.ca/agent/1523170/tony-vaccarello-35-the-links-road-ste-202-toronto-ontario-m2p1t7
26462402,W8032098,$1,"5846 BOSTON MILLS RD|Caledon, Ontario L7C0M8",https://cdn.realtor.ca/listings/TS638422323804300000/reb82/highres/8/w8032098_1.jpg,https://www.realtor.ca/real-estate/26462402/5846-boston-mills-rd-caledon-rural-caledon,Single Family,"Countryside Charming Detached Bungalow In Rarely Offered 15.01 Acres Of Land With 660.63 Ft Wide Frontage. Absolutely Amazing Location Almost On Airport Rd & Boston Mills Rd. In Caledon. Any Investor Or Build Your Dream Home. Prime Location Good Size Three Bedrooms On Main Level + 3 Bedrooms In Basement Recently Renovated . Two Washrooms &Two Kitchens And Two Laundries No Carpet In House. Barn, Pond, Shed, Zoned A1 And A1-ORM.Almost 1/3 Property Is Out Of ORM. Next Property to Glen Echo Nursery Which is Under Draft of Town of Caledon Official Plan Amendment-65. ( See Photo of FIGURE H1).The Sellers May Consider A Vendor Take Back [VTB] Financing For A Qualified Buyer. Already Rented, Tenants Are Willing To Stay. Survey Is Also Available On Demand..**** EXTRAS **** All Elfs, 2 Fridge, 2 Stove, 2 Stackable Washer & Dryer. All Structure, Chattels & Fixtures Being Sold """"As Is, Where Is"""". Please Do Not Walk On Property Without Appointment & Do Not Disturb Tenants. (34494500)",PARVESH SANGWAN,https://www.realtor.ca/agent/1962946/parvesh-sangwan-4711-yonge-st-10th-flr-106430-toronto-ontario-m2n6k8
26459207,W8030042,$1,"8195 WINSTON CHURCHILL BLVD|Brampton, Ontario L6Y0A3",https://cdn.realtor.ca/listings/TS638421531224100000/reb82/highres/2/w8030042_1.jpg,https://www.realtor.ca/real-estate/26459207/8195-winston-churchill-blvd-brampton-bram-west,Vacant Land,Great Property with Future development Potential as a transportation facility. (34489249),BILL BARING,https://www.realtor.ca/agent/1972364/bill-baring-2762-slough-street-mississauga-ontario-l4t1g3
26604871,W8130410,$1,"2696 EMBLETON RD|Brampton, Ontario L6X0E2",https://cdn.realtor.ca/listings/TS638456883654270000/reb82/highres/0/w8130410_1.jpg,https://www.realtor.ca/real-estate/26604871/2696-embleton-rd-brampton-bram-west,Single Family,"Attention Builders and Developers. Here's your oppurtunity to purchase 16.48 Acres in Brampton near Heritage Rd and Embleton Rd. Future Development land that fronts on Embleton Rd and Browns Lane. Part of Bram West Landowners group with proposal to build med to high density residential dwellings.**** EXTRAS **** 4200 sq.ft home with 4 bedrooms, Seperate Living/Family/Dining. Fully finished basement with 2 bedrooms, Seperate entrance, Sauna, 2nd Fireplace, 3pc bathroom. (34735281)",DEEP BASI,https://www.realtor.ca/agent/1633764/deep-basi
26446021,W8021124,$1,"1328 QUEEN ST W|Brampton, Ontario L6X0B2",https://cdn.realtor.ca/listings/TS638459225311470000/reb82/highres/4/w8021124_1.jpg,https://www.realtor.ca/real-estate/26446021/1328-queen-st-w-brampton-credit-valley,Single Family,"OPEN HOUSE AT 25 PRODUCTION RD, BRAMPTON!!!                                                                                                                                                                                                                                                                      Exclusive pre-construction masterpiece by Pearl Valley Homes in the prestigious Ravine private neighborhood, where modern design meets modern floor plans. Nestled amid lush greenery, these homes promise an unparalleled lifestyle of luxury, closing slated for 2025. 38, 41, and 50 ft houses with ravine lots offering breathtaking views of the natural surroundings. , Garages fully drywalled, taped, & primed. 9-ft ceilings on main & second floor basement Garage Door Openers & Keypad Natural stained oak staircases throughout (excluding unfinished basement)Quartz countertop Engineered Hardwood Rough-In for BBQ gas line PLUS two gas tees in basement, Garbage and Recycle bin pullouts in Kitchen.**** EXTRAS **** Side Door Entrances, W/O & Walk-Up basements(as per plans). Coffered Ceiling Upgraded kitchen cabinetry with under valence lighting, Cold Cellars, A/C Unit, Soft Close Doors & Drawers in Kitchen, Garbage & Recycle bin pullouts in Kitchen. (34467145)",AMITOZ SHARMA,https://www.realtor.ca/agent/2160537/amitoz-sharma-130-king-st-w-unit-1900b-toronto-ontario-m5x1e3
26296515,W7305072,$1,"0 DIXIE RD E|Caledon, Ontario L7C2M4",https://cdn.realtor.ca/listings/TS638360908899770000/reb82/highres/2/w7305072_1.jpg,https://www.realtor.ca/real-estate/26296515/0-dixie-rd-e-caledon-rural-caledon,Vacant Land,"Amazing investment opportunity, just minutes from Hwy 410! Ideal location for future development as property is surrounded by huge commercial and industrial developments. Property is currently generating good rental income and is being sold AS IS.  Seize this unique opportunity for immediate returns and visionary development. (33601587)",PAUL RANDHAWA,https://www.realtor.ca/agent/2083004/paul-randhawa-7275-rapistan-court-mississauga-ontario-l5n5z4
26301007,W7314418,$1,"10258 AIRPORT RD|Brampton, Ontario L6R2W9",https://cdn.realtor.ca/listings/TS638361916794770000/reb82/highres/8/w7314418_1.jpg,https://www.realtor.ca/real-estate/26301007/10258-airport-rd-brampton-sandringham-wellington,Vacant Land,"* Attention builders/developers* Extremely rare opportunity to own prime real estate on Airport Rd & Sandalwood Pkwy in Brampton, vacant commercial zoned land with a site plan in place for a high rise condominium building consisting of 72 suites and 3500+/-Sq.Ft of ground floor retail space, fully serviced lot, situated just minutes from Hwy 407, 427 & 410. (33615425)",RAY NANDA,https://www.realtor.ca/agent/2039002/ray-nanda-3600-langstaff-rd-ste14-vaughan-ontario-l4l9e7
26495597,W8054818,$1,"92 KETTLEWELL CRES|Brampton, Ontario L6R0T1",https://cdn.realtor.ca/listings/TS638430027593930000/reb82/highres/8/w8054818_1.jpg,https://www.realtor.ca/real-estate/26495597/92-kettlewell-cres-brampton-sandringham-wellington,Single Family,"Location, Location, Location. Executive Ravines Of Castelmore! Northwind Model Approximate 2200+ Sqft Plan Premium Corner Lot. Tons Of Reno, Chefs Kitchen, Hardwood Floor Throughout The House, Bathroom Upgrades, And Many More. Parking Is Ample Here, About 12 Cars Will Fit. Basement Has Separate Entrance, With Separate Backyard Available. This Property Is Brampton Best Kept Secret. Located Close To All The Highways And Ample School Options. Don't Miss This Once In A Lifetime Opportunity To Own A Muskoka Like Home. Backyard Has Privacy And Trees. Walking Distance To Grocery Store, Worship Temples And Many More.**** EXTRAS **** Laundry Room Is All Redone With New Appliances And Quartz Top. Kitchen Includes Professional Appliances And Island With Large Sink./ Basement Available To Be Finished To Your Touch. Open Concept Living Room (34550415)",MAKARM SHAMOON,https://www.realtor.ca/agent/2145505/makarm-shamoon-16069-airport-road-unit-1-caledon-east-ontario-l7c1g4
26436597,W8014948,$1,"2190 ALBION RD|Toronto, Ontario M9W5K7",https://cdn.realtor.ca/listings/TS638415268615470000/reb82/highres/8/w8014948_1.jpg,https://www.realtor.ca/real-estate/26436597/2190-albion-rd-toronto-west-humber-clairville,Vacant Land,"46,174 Sq. Ft., of Retail or Office development land at a high traffic location. Located at the South East corner of Albion Road and Steeles Avenue West. Accessible to Highway 407 ETR and Highway 427, bordering Peel Region, York Region and Toronto. Strategically located for your next corporate office facility or retail store with the potential for a drive-thru opportunity. All Information To Be Verified By The Buyer Or Buyer's Agent.**** EXTRAS **** Inquire with listing agent for zoning permitted uses (34451545)",JOSEPH CESARIO,https://www.realtor.ca/agent/1748757/joseph-cesario-140-yonge-st-200-toronto-ontario-m5c1x6
26339954,W7343232,$1,"8654 MISSISSAUGA RD S|Brampton, Ontario L6Y0C3",https://realtor.ca/images/common/listingplaceholder-highres.jpg,https://www.realtor.ca/real-estate/26339954/8654-mississauga-rd-s-brampton-bram-west,Vacant Land,"Residential approximately 4.4 acres Development land with house for sale Brampton high end area Mississauga Rd/Financial Dr the owner has been completed the pre-consultation with city of Brampton for development apartment's and stack townhome with one level underground parking . The stacked townhouse component would have 105 units and a total GFA 117,542 square feet & The residential apartment building would contain 138 units and a total GFA 126,476 square feet as per seller.**** EXTRAS **** Most of sturdy's has been completed by the seller all sturdy's and concept drowning, appraisal is available upon signing CA. (33683186)",SURINDER RATHOR SINGH,https://www.realtor.ca/agent/1966918/surinder-rathor-singh-821-bovaird-dr-west-31-brampton-ontario-l6x0t9
26377798,W7371710,$1,"#72 -7215 GOREWAY DR|Mississauga, Ontario L4T0B4",https://realtor.ca/images/common/listingplaceholder-highres.jpg,https://www.realtor.ca/real-estate/26377798/72-7215-goreway-dr-mississauga-malton,Retail,"Second Floor Retail Unit!!! Many uses permitted !!! Food Court Area!!! Walk in customer traffic due to food court area!!! Can do any kind of business including any retail, mobile sale or repair business, barber shop, office and much more!!! Must see property!!! (33749508)",HARP GREWAL,https://www.realtor.ca/agent/1890661/harp-grewal
26519133,W8071282,$600/sqft,"#16 -21 HALE RD|Brampton, Ontario L6W3J9",https://cdn.realtor.ca/listings/TS638436083609700000/reb82/highres/2/w8071282_1.jpg,https://www.realtor.ca/real-estate/26519133/16-21-hale-rd-brampton-brampton-east-industrial,Industrial,"DescriptionIndustrial Condo Conversion Project In Prime Brampton. Highly Coveted M2 Zoning. Close To Transit, Highways. New Asphalt In 2023, Roof In Excellent Condition. Convenient Drive In Door. Small Office And Washroom Build Out. Clean And Vacant Unit Ready For Immediate Occupancy. (34590415)",KEVAL SEDANI,https://www.realtor.ca/agent/2061459/keval-sedani-2300-yonge-st-902-box-2310-toronto-ontario-m4p1e4
26481871,W8045844,$925/sqft,"#8A -30 TOPFLIGHT DR|Mississauga, Ontario L5S0A8",https://cdn.realtor.ca/listings/TS638427435963430000/reb82/highres/4/w8045844_1.jpg,https://www.realtor.ca/real-estate/26481871/8a-30-topflight-dr-mississauga-gateway,Office,"PRIME OFFICE LOCATION RARELY OFFERED!! NEAR NEW LRT LINE. BOARDROOM, 2 OFFICES, STORAGE ROOM AND RECEPTION. AMPLE PARKING. FIRST TIME OFFERED FOR SALE. TAXES NOT YET ASSESSED. (34527715)",TED HARRIS,https://www.realtor.ca/agent/1414030/ted-harris-1396-don-mills-rd-unit-b-121-toronto-ontario-m3b0a7
26137248,W7057460,$925/sqft,"U 2 30 TOPFLIGHT DR|Mississauga, Ontario L5S0A8",https://cdn.realtor.ca/listings/TS638320373420600000/reb82/highres/0/w7057460_1.jpg,https://www.realtor.ca/real-estate/26137248/u-2-30-topflight-dr-mississauga-gateway,Office,"!!Flagship Location, Rarely Offered!! New And Clean Professional Office Space Located at Hurontario And Topflight Dr in Mississauga. Available For Sale First Time. New L.R.T Line Just Outside.4 Modern Look Offices and one Boardroom . Reception area and Kitchenette  Ample Parking. Lots of windows with lots of Sunlight.**** EXTRAS **** All measurement and taxes To Be Verified by Buyer And/or Buyer's Agent. The unit is part of New condo conversion.Application in progress, subject to approval from city of Mississauga .Please refer to attached schedule C for more information (33194708)",LUCKY SINGH,https://www.realtor.ca/agent/1962359/lucky-singh-2-county-court-blvd-ste-150-brampton-ontario-l6w3w8
